,0,1,2,3
337,153.0,68.0,875830618.0,1.0
338,207.0,103.0,875830619.0,1.0
339,136.0,333.0,875830619.0,0.0
340,40.0,324.0,875830623.0,1.0
341,116.0,71.0,875830623.0,1.0
342,245.0,0.0,875830629.0,1.0
343,85.0,342.0,875830635.0,0.0
344,191.0,25.0,875830639.0,1.0
345,37.0,345.0,875830640.0,1.0
346,63.0,317.0,875830643.0,1.0
347,92.0,336.0,875830644.0,0.0
348,177.0,87.0,875830654.0,1.0
349,42.0,336.0,875830656.0,1.0
350,80.0,288.0,875830657.0,0.0
351,113.0,266.0,875830664.0,1.0
352,189.0,327.0,875830666.0,1.0
353,157.0,90.0,875830667.0,1.0
354,252.0,62.0,875830670.0,1.0
355,154.0,99.0,875830672.0,0.0
356,133.0,299.0,875830675.0,1.0
357,163.0,79.0,875830677.0,1.0
358,174.0,277.0,875830680.0,1.0
359,140.0,332.0,875830681.0,1.0
360,253.0,7.0,875830681.0,1.0
361,149.0,336.0,875830682.0,0.0
362,58.0,324.0,875830682.0,1.0
363,95.0,318.0,875830682.0,1.0
364,188.0,211.0,875830686.0,0.0
365,0.0,343.0,875830688.0,1.0
366,33.0,341.0,875830688.0,1.0
367,105.0,34.0,875830688.0,0.0
368,121.0,239.0,875830689.0,1.0
369,153.0,241.0,875830692.0,1.0
370,141.0,339.0,875830699.0,1.0
371,131.0,341.0,875830699.0,1.0
372,73.0,263.0,875830705.0,1.0
373,0.0,342.0,875830713.0,1.0
374,84.0,328.0,875830714.0,0.0
375,189.0,31.0,875830714.0,1.0
376,170.0,301.0,875830720.0,1.0
377,139.0,57.0,875830721.0,1.0
378,35.0,325.0,875830724.0,0.0
379,92.0,290.0,875830725.0,1.0
380,142.0,311.0,875830725.0,0.0
381,126.0,111.0,875830726.0,1.0
382,102.0,296.0,875830732.0,0.0
383,117.0,268.0,875830735.0,0.0
384,65.0,290.0,875830739.0,1.0
385,162.0,84.0,875830745.0,0.0
386,111.0,343.0,875830746.0,1.0
387,136.0,336.0,875830746.0,0.0
388,77.0,10.0,875830747.0,0.0
389,46.0,337.0,875830749.0,1.0
390,23.0,344.0,875830751.0,0.0
391,53.0,329.0,875830753.0,0.0
392,217.0,82.0,875830754.0,1.0
393,153.0,69.0,875830757.0,1.0
394,62.0,266.0,875830757.0,1.0
395,133.0,57.0,875830760.0,1.0
396,147.0,330.0,875830763.0,1.0
397,161.0,92.0,875830766.0,0.0
398,73.0,339.0,875830768.0,1.0
399,78.0,337.0,875830769.0,0.0
400,120.0,66.0,875830771.0,0.0
401,189.0,17.0,875830775.0,1.0
402,100.0,293.0,875830778.0,1.0
403,157.0,80.0,875830779.0,1.0
404,95.0,17.0,875830785.0,0.0
405,118.0,283.0,875830785.0,1.0
406,175.0,110.0,875830787.0,1.0
407,40.0,343.0,875830788.0,1.0
408,107.0,310.0,875830788.0,1.0
409,88.0,24.0,875830790.0,1.0
410,150.0,337.0,875830791.0,1.0
411,53.0,341.0,875830792.0,0.0
412,167.0,276.0,875830797.0,0.0
413,100.0,12.0,875830801.0,1.0
414,138.0,340.0,875830804.0,1.0
415,129.0,335.0,875830806.0,0.0
416,114.0,314.0,875830809.0,1.0
417,99.0,11.0,875830810.0,1.0
418,76.0,293.0,875830815.0,1.0
419,64.0,344.0,875830815.0,0.0
420,185.0,344.0,875830817.0,0.0
421,164.0,66.0,875830817.0,1.0
422,102.0,29.0,875830818.0,1.0
423,112.0,343.0,875830819.0,1.0
424,160.0,75.0,875830819.0,0.0
425,184.0,47.0,875830821.0,1.0
426,181.0,65.0,875830822.0,0.0
427,255.0,52.0,875830827.0,1.0
428,144.0,333.0,875830835.0,1.0
429,194.0,48.0,875830838.0,1.0
430,115.0,70.0,875830839.0,1.0
431,183.0,52.0,875830839.0,1.0
432,91.0,344.0,875830840.0,1.0
433,35.0,313.0,875830840.0,1.0
434,246.0,11.0,875830843.0,1.0
435,109.0,304.0,875830844.0,1.0
436,149.0,70.0,875830846.0,1.0
437,83.0,5.0,875830846.0,0.0
438,131.0,45.0,875830852.0,1.0
439,138.0,339.0,875830853.0,1.0
440,208.0,58.0,875830853.0,1.0
441,78.0,318.0,875830855.0,0.0
442,122.0,59.0,875830860.0,1.0
443,107.0,311.0,875830860.0,1.0
444,79.0,265.0,875830861.0,1.0
445,15.0,328.0,875830862.0,1.0
446,113.0,42.0,875830868.0,1.0
447,195.0,42.0,875830871.0,0.0
448,95.0,315.0,875830872.0,1.0
449,108.0,316.0,875830873.0,1.0
450,75.0,339.0,875830875.0,1.0
451,85.0,275.0,875830876.0,1.0
452,161.0,205.0,875830877.0,0.0
453,165.0,138.0,875830878.0,1.0
454,109.0,23.0,875830879.0,0.0
455,203.0,62.0,875830880.0,1.0
456,53.0,280.0,875830893.0,1.0
457,85.0,316.0,875830897.0,1.0
458,131.0,323.0,875830899.0,1.0
459,163.0,66.0,875830904.0,1.0
460,62.0,274.0,875830907.0,0.0
461,134.0,104.0,875830908.0,0.0
462,176.0,302.0,875830908.0,1.0
463,68.0,293.0,875830909.0,0.0
464,90.0,263.0,875830909.0,1.0
465,104.0,337.0,875830909.0,0.0
466,118.0,312.0,875830913.0,1.0
467,233.0,77.0,875830913.0,0.0
468,75.0,295.0,875830915.0,0.0
469,111.0,259.0,875830916.0,1.0
470,59.0,334.0,875830920.0,0.0
471,81.0,280.0,875830922.0,1.0
472,194.0,90.0,875830925.0,0.0
473,232.0,56.0,875830934.0,0.0
474,72.0,289.0,875830937.0,1.0
475,61.0,342.0,875830941.0,0.0
476,178.0,300.0,875830942.0,1.0
477,82.0,282.0,875830942.0,1.0
478,84.0,291.0,875830944.0,0.0
479,77.0,296.0,875830951.0,1.0
480,181.0,311.0,875830957.0,1.0
481,180.0,68.0,875830957.0,1.0
482,148.0,159.0,875830962.0,1.0
483,66.0,326.0,875830964.0,0.0
484,120.0,33.0,875830964.0,1.0
485,89.0,294.0,875830965.0,1.0
486,68.0,316.0,875830966.0,1.0
487,80.0,292.0,875830970.0,1.0
488,73.0,331.0,875830976.0,1.0
489,85.0,302.0,875830977.0,1.0
490,112.0,57.0,875830978.0,0.0
491,146.0,330.0,875830978.0,1.0
492,46.0,345.0,875830979.0,1.0
493,142.0,336.0,875830982.0,0.0
494,135.0,338.0,875830982.0,1.0
495,99.0,253.0,875830984.0,1.0
496,179.0,261.0,875830996.0,0.0
497,157.0,88.0,875830997.0,0.0
498,116.0,15.0,875830999.0,0.0
499,95.0,295.0,875831003.0,0.0
500,162.0,302.0,875831003.0,1.0
501,111.0,65.0,875831007.0,1.0
502,139.0,299.0,875831007.0,1.0
503,164.0,87.0,875831008.0,0.0
504,125.0,68.0,875831009.0,1.0
505,253.0,61.0,875831009.0,0.0
506,49.0,307.0,875831010.0,1.0
507,201.0,26.0,875831011.0,1.0
508,84.0,278.0,875831012.0,0.0
509,88.0,278.0,875831012.0,0.0
510,157.0,301.0,875831012.0,1.0
511,127.0,74.0,875831013.0,0.0
512,23.0,337.0,875831013.0,1.0
513,53.0,289.0,875831014.0,1.0
514,77.0,301.0,875831017.0,0.0
515,134.0,241.0,875831021.0,1.0
516,163.0,149.0,875831022.0,1.0
517,106.0,344.0,875831022.0,1.0
518,14.0,339.0,875831025.0,1.0
519,80.0,256.0,875831026.0,1.0
520,134.0,296.0,875831034.0,0.0
521,163.0,134.0,875831035.0,0.0
522,112.0,45.0,875831035.0,0.0
523,178.0,83.0,875831037.0,0.0
524,125.0,297.0,875831044.0,1.0
525,122.0,307.0,875831046.0,0.0
526,176.0,270.0,875831047.0,1.0
527,149.0,301.0,875831047.0,1.0
528,166.0,66.0,875831049.0,1.0
529,111.0,325.0,875831051.0,1.0
530,67.0,259.0,875831052.0,1.0
531,41.0,340.0,875831056.0,0.0
532,188.0,14.0,875831058.0,1.0
533,181.0,328.0,875831069.0,1.0
534,161.0,302.0,875831070.0,1.0
535,105.0,7.0,875831070.0,1.0
536,117.0,267.0,875831077.0,0.0
537,149.0,74.0,875831077.0,1.0
538,127.0,341.0,875831079.0,1.0
539,83.0,290.0,875831081.0,0.0
540,140.0,340.0,875831081.0,1.0
541,95.0,298.0,875831082.0,0.0
542,97.0,18.0,875831083.0,1.0
543,187.0,20.0,875831085.0,1.0
544,87.0,285.0,875831087.0,1.0
545,129.0,341.0,875831089.0,1.0
546,83.0,296.0,875831091.0,0.0
547,97.0,284.0,875831093.0,0.0
548,171.0,54.0,875831093.0,0.0
549,24.0,330.0,875831093.0,0.0
550,80.0,296.0,875831094.0,0.0
551,126.0,60.0,875831094.0,1.0
552,97.0,296.0,875831094.0,0.0
553,0.0,344.0,875831095.0,1.0
554,13.0,336.0,875831096.0,1.0
555,1.0,336.0,875831100.0,1.0
556,159.0,88.0,875831107.0,0.0
557,178.0,304.0,875831115.0,0.0
558,151.0,69.0,875831121.0,1.0
559,256.0,35.0,875831122.0,0.0
560,145.0,331.0,875831122.0,0.0
561,115.0,110.0,875831125.0,0.0
562,77.0,287.0,875831132.0,0.0
563,62.0,336.0,875831143.0,0.0
564,66.0,344.0,875831144.0,1.0
565,161.0,85.0,875831146.0,1.0
566,163.0,301.0,875831146.0,1.0
567,93.0,338.0,875831147.0,1.0
568,47.0,325.0,875831148.0,1.0
569,164.0,90.0,875831148.0,1.0
570,31.0,339.0,875831148.0,1.0
571,28.0,334.0,875831148.0,1.0
572,65.0,342.0,875831149.0,1.0
573,81.0,337.0,875831150.0,1.0
574,85.0,27.0,875831151.0,1.0
575,110.0,18.0,875831156.0,1.0
576,74.0,330.0,875831157.0,1.0
577,133.0,343.0,875831158.0,1.0
578,78.0,294.0,875831167.0,1.0
579,55.0,292.0,875831170.0,0.0
580,72.0,324.0,875831170.0,0.0
581,119.0,24.0,875831181.0,0.0
582,144.0,336.0,875831182.0,0.0
583,221.0,7.0,875831184.0,1.0
584,95.0,22.0,875831186.0,0.0
585,102.0,294.0,875831186.0,1.0
586,83.0,10.0,875831191.0,0.0
587,62.0,290.0,875831192.0,1.0
588,68.0,299.0,875831192.0,0.0
589,101.0,298.0,875831201.0,0.0
590,259.0,39.0,875831211.0,0.0
591,4.0,320.0,875831213.0,1.0
592,98.0,292.0,875831217.0,1.0
593,167.0,300.0,875831218.0,1.0
594,80.0,277.0,875831218.0,1.0
595,54.0,316.0,875831226.0,0.0
596,109.0,310.0,875831237.0,1.0
597,193.0,223.0,875831244.0,0.0
598,206.0,244.0,875831247.0,0.0
599,40.0,326.0,875831252.0,1.0
600,5.0,329.0,875831253.0,1.0
601,104.0,280.0,875831253.0,0.0
602,85.0,270.0,875831253.0,1.0
603,166.0,83.0,875831253.0,1.0
604,161.0,67.0,875831254.0,1.0
605,162.0,132.0,875831254.0,1.0
606,13.0,345.0,875831256.0,1.0
607,111.0,263.0,875831256.0,1.0
608,62.0,331.0,875831257.0,1.0
609,159.0,301.0,875831258.0,1.0
610,41.0,330.0,875831258.0,1.0
611,250.0,42.0,875831259.0,1.0
612,201.0,41.0,875831260.0,1.0
613,73.0,341.0,875831261.0,1.0
614,175.0,261.0,875831263.0,1.0
615,43.0,345.0,875831267.0,0.0
616,83.0,295.0,875831268.0,1.0
617,104.0,318.0,875831272.0,1.0
618,152.0,300.0,875831273.0,1.0
619,73.0,302.0,875831278.0,0.0
620,161.0,68.0,875831278.0,1.0
621,75.0,279.0,875831282.0,0.0
622,87.0,292.0,875831282.0,0.0
623,102.0,263.0,875831282.0,0.0
624,112.0,312.0,875831287.0,1.0
625,6.0,327.0,875831287.0,1.0
626,99.0,248.0,875831288.0,1.0
627,179.0,301.0,875831289.0,1.0
628,35.0,315.0,875831289.0,1.0
629,122.0,220.0,875831289.0,1.0
630,109.0,323.0,875831290.0,1.0
631,177.0,313.0,875831291.0,1.0
632,95.0,264.0,875831291.0,1.0
633,189.0,4.0,875831292.0,0.0
634,129.0,219.0,875831292.0,1.0
635,132.0,58.0,875831292.0,1.0
636,93.0,247.0,875831292.0,1.0
637,120.0,318.0,875831296.0,1.0
638,75.0,328.0,875831299.0,1.0
639,36.0,308.0,875831299.0,1.0
640,88.0,319.0,875831301.0,0.0
641,51.0,278.0,875831302.0,1.0
642,188.0,344.0,875831304.0,0.0
643,60.0,336.0,875831305.0,0.0
644,150.0,336.0,875831307.0,0.0
645,7.0,331.0,875831310.0,1.0
646,127.0,71.0,875831310.0,0.0
647,43.0,292.0,875831313.0,0.0
648,7.0,329.0,875831314.0,1.0
649,142.0,331.0,875831316.0,0.0
650,114.0,235.0,875831323.0,0.0
651,99.0,296.0,875831323.0,0.0
652,82.0,284.0,875831325.0,1.0
653,88.0,288.0,875831330.0,1.0
654,80.0,302.0,875831331.0,0.0
655,130.0,83.0,875831331.0,1.0
656,81.0,338.0,875831336.0,1.0
657,84.0,20.0,875831341.0,1.0
658,82.0,258.0,875831342.0,1.0
659,152.0,99.0,875831343.0,0.0
660,81.0,12.0,875831343.0,0.0
661,84.0,3.0,875831343.0,0.0
662,107.0,52.0,875831350.0,0.0
663,79.0,302.0,875831356.0,0.0
664,8.0,318.0,875831359.0,1.0
665,170.0,30.0,875831360.0,0.0
666,114.0,58.0,875831362.0,1.0
667,165.0,301.0,875831362.0,1.0
668,101.0,292.0,875831363.0,1.0
669,91.0,31.0,875831363.0,1.0
670,148.0,329.0,875831365.0,1.0
671,88.0,284.0,875831365.0,1.0
672,166.0,67.0,875831365.0,1.0
673,149.0,334.0,875831366.0,1.0
674,86.0,19.0,875831366.0,1.0
675,115.0,21.0,875831367.0,1.0
676,42.0,317.0,875831368.0,1.0
677,54.0,338.0,875831368.0,1.0
678,105.0,17.0,875831368.0,1.0
679,38.0,319.0,875831370.0,1.0
680,159.0,99.0,875831375.0,0.0
681,119.0,78.0,875831375.0,1.0
682,165.0,74.0,875831375.0,0.0
683,114.0,344.0,875831377.0,1.0
684,35.0,312.0,875831378.0,1.0
685,9.0,315.0,875831379.0,1.0
686,152.0,98.0,875831383.0,0.0
687,9.0,333.0,875831390.0,1.0
688,115.0,13.0,875831392.0,1.0
689,104.0,1.0,875831397.0,0.0
690,122.0,341.0,875831397.0,1.0
691,131.0,83.0,875831398.0,1.0
692,86.0,287.0,875831398.0,0.0
693,151.0,297.0,875831403.0,0.0
694,9.0,318.0,875831404.0,1.0
695,91.0,327.0,875831405.0,1.0
696,129.0,96.0,875831408.0,0.0
697,234.0,83.0,875831417.0,0.0
